deliverableId,industryCategory,status,score,artifacts,paymentId,error,elapsedSec,checkedAt
setup-full,ai_data,PASS,,4,6e49a7e0-b28c-4a4f-80fc-807fd6232668,"",5,2026-09-22T08:44:44.3932883+02:00
setup-custom,ai_data,PASS,,3,f3a3a102-7e75-4407-bb1c-f25c30429f30,"",5,2026-09-22T08:44:56.9235458+02:00
audit,ai_data,PASS,,2,be437fb1-5125-4e52-ad31-9e3d176779fb,"",5,2026-09-22T08:45:09.6323193+02:00
integration,ai_data,PASS,,3,31116b50-3909-4fc2-9f3f-f5c0dc68748e,"",4,2026-09-22T08:45:22.0900640+02:00
workflow-design,ai_data,PASS,,2,f8c2b291-87a6-4468-a7e6-ad9d7576708e,"",4,2026-09-22T08:45:34.5562748+02:00
support-priority,ai_data,PASS,,2,4cb3bfe0-0b92-4ea0-aae4-328ae54f49e6,"",4,2026-09-22T08:45:47.0748499+02:00
support-dedicated,ai_data,PASS,,2,4f929e34-ebad-4a91-92ed-6c5495f78911,"",5,2026-09-22T08:45:59.7359266+02:00
landing,ai_data,PASS,,0,be81030a-f0e7-45f1-b30b-0aefd8d2e45f,"",4,2026-09-22T08:46:12.2182268+02:00
website-business,ai_data,PASS,,0,1378abfb-9d09-4666-a53f-5909e2c74500,"",546,2026-09-22T08:55:25.8903946+02:00
website-ecommerce,ai_data,PASS,,0,8383642b-39b4-4d52-854c-8b8493adc4b6,"",5,2026-09-22T08:55:38.4018784+02:00
white-label-setup,ai_data,PASS,,2,ad2bcae8-a96a-4e61-a33c-7e38700c7bee,"",5,2026-09-22T08:55:51.0410288+02:00
sales-enablement,ai_data,PASS,,2,aea756d6-02f3-436a-b1a2-2d8e53f53542,"",4,2026-09-22T08:56:03.5125494+02:00
vertical-package,ai_data,PASS,,2,a62237f7-7e94-4c9e-a6b8-d204b7f6a837,"",5,2026-09-22T08:56:16.0980789+02:00
lead-gen-retainer,ai_data,PASS,,3,a02c7988-580d-446d-94e6-dd7e850169ef,"",9,2026-09-22T08:56:32.7115512+02:00
ai-support-retainer,ai_data,PASS,,3,7c23244b-6568-4531-968d-e9ef8e340d6e,"",4,2026-09-22T08:56:45.2144517+02:00
custom-software,ai_data,PASS,,2,6cc9a89d-7a64-4834-9270-94aee79e0fd5,"",5,2026-09-22T08:56:57.8418540+02:00
bundle-portal-presence,ai_data,PASS,,2,c4e13b16-ccc6-4698-9cf6-f36f824e2a65,"",5,2026-09-22T08:57:10.3811785+02:00
bundle-sales-launch,ai_data,PASS,,2,9282d43e-7680-4eb2-9b7d-b068e15afaa9,"",5,2026-09-22T08:57:22.9085677+02:00
bundle-ops-clarity,ai_data,PASS,,4,61257e86-c809-4ecd-b3fb-8e60cc88287e,"",546,2026-09-22T09:06:36.4925153+02:00
setup-quick,audio_music,PASS,,2,e058c67c-7f51-4b0c-8c03-2eb60f3bcb93,"",4,2026-09-22T09:06:48.9786263+02:00
setup-full,audio_music,PASS,,4,db273eaa-384a-4cf9-afb1-b6a959f7b288,"",5,2026-09-22T09:07:01.5467982+02:00
setup-custom,audio_music,PASS,,3,44435fb8-3c02-4621-96d4-c602ac08ce1b,"",5,2026-09-22T09:07:14.0705288+02:00
audit,audio_music,PASS,,2,5c06986b-1e78-4942-8bb8-676da4fa7776,"",5,2026-09-22T09:07:26.6785777+02:00
integration,audio_music,PASS,,3,a77bea5d-16cf-4244-b567-8b675971131e,"",5,2026-09-22T09:07:39.2261240+02:00
workflow-design,audio_music,PASS,,2,51afb08e-e17c-46ff-93f5-2c7d50b06496,"",5,2026-09-22T09:07:51.9627988+02:00
support-priority,audio_music,PASS,,2,0f109136-63b4-4675-887c-18c7b318e7a1,"",5,2026-09-22T09:08:04.5020379+02:00
support-dedicated,audio_music,PASS,,2,da4c43bc-7471-4a75-967e-b0daee5e7fdb,"",4,2026-09-22T09:08:17.0226692+02:00
landing,audio_music,PASS,,0,611d7e3e-fb60-4713-a11f-e161a3e56779,"",5,2026-09-22T09:08:29.7052503+02:00
website-business,audio_music,PASS,,0,12c58b86-c62b-4978-91da-7e5d367d9250,"",545,2026-09-22T09:17:42.8159934+02:00
website-ecommerce,audio_music,PASS,,0,5f4f8ef8-e165-49d0-b1ee-16fb6561754d,"",5,2026-09-22T09:17:55.3537212+02:00
white-label-setup,audio_music,PASS,,2,91c56bb6-5d74-49f9-b9f4-f84afa969e53,"",5,2026-09-22T09:18:08.2719781+02:00
sales-enablement,audio_music,PASS,,2,f99e88b3-6ce5-43ff-ac01-6f10cf7bc310,"",5,2026-09-22T09:18:21.0247779+02:00
vertical-package,audio_music,PASS,,2,d2598f46-a4b0-4124-b0ef-1edb79e10cf6,"",5,2026-09-22T09:18:33.5555495+02:00
lead-gen-retainer,audio_music,PASS,,3,e4646214-f2ed-4245-a303-c2a7c35d9087,"",13,2026-09-22T09:18:54.4231594+02:00
ai-support-retainer,audio_music,PASS,,3,7692f98a-a15d-4867-a395-4a6d4eee0a06,"",5,2026-09-22T09:19:07.0147481+02:00
custom-software,audio_music,PASS,,2,c0c7c4a1-14b9-4aed-8731-d96f6cb15320,"",5,2026-09-22T09:19:19.6263121+02:00
bundle-portal-presence,audio_music,PASS,,2,45587c4f-a75c-40f3-b901-64eda80f5ef2,"",5,2026-09-22T09:19:32.2769575+02:00
bundle-sales-launch,audio_music,PASS,,2,335cbf13-1af4-4e4e-b292-6ed47c3ca189,"",5,2026-09-22T09:19:44.9711431+02:00
bundle-ops-clarity,audio_music,PASS,,4,0c27319e-4cee-493b-8460-f0652846d62a,"",549,2026-09-22T09:29:02.3603557+02:00
setup-quick,business_consulting,PASS,,2,8f75258f-ce86-4b66-98ad-e962b016dcb2,"",5,2026-09-22T09:29:14.9032156+02:00
setup-full,business_consulting,PASS,,4,61da0662-9d2a-4eeb-8af0-ac72e27feecc,"",5,2026-09-22T09:29:27.4387611+02:00
setup-custom,business_consulting,PASS,,3,71c28b57-0694-4622-a38a-16ec092f764e,"",5,2026-09-22T09:29:40.0689125+02:00
audit,business_consulting,PASS,,2,39ffe6a1-1198-4980-b096-d12c9c720d5e,"",5,2026-09-22T09:29:52.6374267+02:00
integration,business_consulting,PASS,,3,c64a8a9f-0923-4e41-b36b-30bc020b8955,"",5,2026-09-22T09:30:05.5229314+02:00
workflow-design,business_consulting,PASS,,2,c06da7f4-d9e2-4fbf-b79a-617950f815dd,"",5,2026-09-22T09:30:18.2957858+02:00
support-priority,business_consulting,PASS,,2,444d209f-67dd-49d5-a025-2c5db4b933e4,"",5,2026-09-22T09:30:31.0272872+02:00
support-dedicated,business_consulting,PASS,,2,bd375514-c2d0-4c8f-87b8-33436ed229e1,"",4,2026-09-22T09:30:43.5325766+02:00
landing,business_consulting,PASS,,0,29ebba16-beed-470c-9371-e85913fa6908,"",5,2026-09-22T09:30:56.1565814+02:00
website-business,business_consulting,PASS,,0,e2efbcca-68a2-4ba6-886e-4f065ffa9505,"",96,2026-09-22T09:32:39.8477525+02:00
website-ecommerce,business_consulting,PASS,,0,4606208c-c834-4f1f-ad15-358af2c22784,"",5,2026-09-22T09:32:52.6935001+02:00
white-label-setup,business_consulting,PASS,,2,de9e1aea-e0aa-47f6-a55f-cc71f98c3dd6,"",5,2026-09-22T09:33:05.9422104+02:00
sales-enablement,business_consulting,PASS,,2,f93bce66-f026-4496-953b-c7ff0110a77e,"",5,2026-09-22T09:33:19.1978532+02:00
vertical-package,business_consulting,PASS,,2,305a1420-4034-4e76-b937-291053cadfce,"",5,2026-09-22T09:33:31.9855856+02:00
lead-gen-retainer,business_consulting,PASS,,3,93f15020-6dba-44c8-9d6e-0b9d1641e96f,"",11,2026-09-22T09:33:51.4758744+02:00
ai-support-retainer,business_consulting,PASS,,3,f2c75e8f-12b2-4876-b3f6-f01514272994,"",5,2026-09-22T09:34:04.1627414+02:00
custom-software,business_consulting,PASS,,2,3f1c2bc6-82ef-4ab6-b8bc-3e8f731a709c,"",4,2026-09-22T09:34:16.6490417+02:00
bundle-portal-presence,business_consulting,PASS,,2,959621aa-bfae-4aaa-b6dc-8395d36e5b30,"",5,2026-09-22T09:34:29.2490671+02:00
bundle-sales-launch,business_consulting,PASS,,2,3b433c99-c534-4bcb-9aae-987e64565656,"",5,2026-09-22T09:34:41.8279303+02:00
bundle-ops-clarity,business_consulting,PASS,,4,7e2913b6-050a-44d6-8384-b1614bc46fa0,"",545,2026-09-22T09:43:55.2002289+02:00
setup-quick,community_moderation,PASS,,2,7a62391e-b9f7-45d4-84f6-f388b768aba4,"",5,2026-09-22T09:44:07.8166241+02:00
setup-full,community_moderation,PASS,,4,d12488d8-1c2f-4c19-a580-cc262f301404,"",5,2026-09-22T09:44:20.4552509+02:00
setup-custom,community_moderation,PASS,,3,fb71702d-0319-4431-8d37-3b4129937a6d,"",5,2026-09-22T09:44:33.0550517+02:00
audit,community_moderation,PASS,,2,1d821ee4-c75a-4d88-9823-4ba5835e231f,"",5,2026-09-22T09:44:45.5969521+02:00
integration,community_moderation,PASS,,3,ad6db9b7-7432-496a-a81d-a9035a985e6c,"",5,2026-09-22T09:44:58.1455503+02:00
workflow-design,community_moderation,PASS,,2,f5a53d2b-477e-40e2-8130-0fad4976d4a0,"",5,2026-09-22T09:45:10.7666660+02:00
support-priority,community_moderation,PASS,,2,d59176d3-8857-461d-aef8-a0d9a9124407,"",5,2026-09-22T09:45:23.4271004+02:00
support-dedicated,community_moderation,PASS,,2,690c23d0-7ac1-4f92-aa1c-d6c7cb99630c,"",5,2026-09-22T09:45:36.1028717+02:00
landing,community_moderation,PASS,,0,df6954f2-521b-4872-9081-e53259b34ff8,"",5,2026-09-22T09:45:48.7636075+02:00
website-business,community_moderation,PASS,,0,107d1f93-d815-41bd-ba83-2d5f797a9a07,"",545,2026-09-22T09:55:02.0416841+02:00
website-ecommerce,community_moderation,PASS,,0,5574853a-90e3-4935-a300-f5a25cd928f8,"",5,2026-09-22T09:55:14.5608526+02:00
white-label-setup,community_moderation,PASS,,2,b7c3bfc6-8a22-419e-b158-96b0dad77dba,"",4,2026-09-22T09:55:27.0480076+02:00
sales-enablement,community_moderation,PASS,,2,51925dad-814c-45b1-bacd-7ab2e540d6df,"",4,2026-09-22T09:55:39.4933066+02:00
vertical-package,community_moderation,PASS,,2,dda62cbf-0cc0-492e-a223-3678199ee15c,"",5,2026-09-22T09:55:52.0229321+02:00
lead-gen-retainer,community_moderation,PASS,,3,08c558b8-01e1-4e8b-ba25-7d98a032835b,"",5,2026-09-22T09:56:04.6036380+02:00
ai-support-retainer,community_moderation,PASS,,3,5d9cd97e-e67a-4f32-97eb-e817d2996fc0,"",4,2026-09-22T09:56:17.0929492+02:00
custom-software,community_moderation,PASS,,2,99efda97-f265-4041-a3dd-c040de627b3a,"",5,2026-09-22T09:56:29.6184090+02:00
bundle-portal-presence,community_moderation,PASS,,2,f2bdb5dd-ef47-4131-8378-468c1edcc465,"",4,2026-09-22T09:56:42.0468128+02:00
bundle-sales-launch,community_moderation,PASS,,2,a34e96e6-f688-4a14-8d7a-a39016bc633f,"",5,2026-09-22T09:56:54.8073688+02:00
bundle-ops-clarity,community_moderation,PASS,,4,8d2936ef-ab8f-4811-af98-bbc862211519,"",546,2026-09-22T10:06:08.3370391+02:00
setup-quick,creator_services,PASS,,2,a0060ffa-374f-4f4d-826a-8cb25002d0a0,"",5,2026-09-22T10:06:21.0755348+02:00
setup-full,creator_services,PASS,,4,03c41361-62ee-49a0-815d-96b94d35db92,"",5,2026-09-22T10:06:33.6063178+02:00
setup-custom,creator_services,PASS,,3,6ab91ba3-c824-451d-b388-c14da6b92698,"",5,2026-09-22T10:06:46.2468279+02:00
audit,creator_services,PASS,,2,87266054-4fa9-44ca-88b5-7867e9407bf7,"",5,2026-09-22T10:06:58.7615913+02:00
integration,creator_services,PASS,,3,2297eb74-1929-4e5e-8242-a63c26ab6aa4,"",4,2026-09-22T10:07:11.2413744+02:00
workflow-design,creator_services,PASS,,2,40248cee-3343-4758-b0b3-1996fef5163c,"",4,2026-09-22T10:07:23.7343451+02:00
support-priority,creator_services,PASS,,2,d0f50d3d-6a8f-4edf-b1c1-36c3b055c37d,"",5,2026-09-22T10:07:36.3058781+02:00
support-dedicated,creator_services,PASS,,2,1c092ec1-b3af-4d01-abbd-17dbcb004534,"",5,2026-09-22T10:07:48.8686235+02:00
landing,creator_services,PASS,,0,b0af8278-17a4-4ef1-82f9-4b905483cc25,"",5,2026-09-22T10:08:01.5088687+02:00
website-business,creator_services,PASS,,0,3be0a7c7-165e-40ad-b55e-eb6955fb0f72,"",546,2026-09-22T10:17:15.1593461+02:00
website-ecommerce,creator_services,PASS,,0,12115b71-9397-4793-be9b-26c7a15e346c,"",4,2026-09-22T10:17:27.6508541+02:00
white-label-setup,creator_services,PASS,,2,1a5bcdfc-94fe-4d5e-a3a1-464de3b734d1,"",5,2026-09-22T10:17:40.2113882+02:00
sales-enablement,creator_services,PASS,,2,f2ecc991-02a7-495c-becc-59e44103debc,"",4,2026-09-22T10:17:52.6933954+02:00
vertical-package,creator_services,PASS,,2,0c5d205e-98b6-48ab-af03-1c532700d05c,"",5,2026-09-22T10:18:05.8335841+02:00
lead-gen-retainer,creator_services,PASS,,3,1c613f6d-23c9-44ff-9195-c66f45d1b617,"",9,2026-09-22T10:18:22.6771527+02:00
ai-support-retainer,creator_services,PASS,,3,efe7593c-df87-4e84-bebc-1098c73b0969,"",4,2026-09-22T10:18:35.1341035+02:00
custom-software,creator_services,PASS,,2,108f6927-b198-4bdf-89a3-5b6cc5bbd239,"",5,2026-09-22T10:18:47.6939703+02:00
bundle-portal-presence,creator_services,PASS,,2,110277cd-cc78-4511-b8f1-0c9e7f3b4144,"",4,2026-09-22T10:19:00.1944576+02:00
bundle-sales-launch,creator_services,PASS,,2,e6d42881-9e37-4718-89f1-869048680a7a,"",4,2026-09-22T10:19:12.6526106+02:00
bundle-ops-clarity,creator_services,PASS,,4,743ca433-e8d2-4cb4-9443-5611b968fa8c,"",545,2026-09-22T10:28:25.9907286+02:00
setup-quick,customer_service,PASS,,2,dd82a52a-95b5-404e-8b14-f7fb82f73a48,"",5,2026-09-22T10:28:38.5112232+02:00
setup-full,customer_service,PASS,,4,9b44d029-3218-4476-9e73-715a1be815cd,"",5,2026-09-22T10:28:51.0486926+02:00
setup-custom,customer_service,PASS,,3,c0a095da-43f8-4f3d-9058-0d1c5287579e,"",5,2026-09-22T10:29:03.6959169+02:00
audit,customer_service,PASS,,2,66fc898e-4912-475e-a178-b309e7a36c29,"",4,2026-09-22T10:29:16.1459911+02:00
integration,customer_service,PASS,,3,ff24e1c4-b202-4c49-a15d-61ae5d4ea7ee,"",5,2026-09-22T10:29:28.6643897+02:00
workflow-design,customer_service,PASS,,2,6d06d88e-b3cf-4b1d-b89f-339eac0a051a,"",4,2026-09-22T10:29:41.1618250+02:00
support-priority,customer_service,PASS,,2,bde2d335-5c91-4fc1-9c49-f7b5fbe4c1b5,"",5,2026-09-22T10:29:53.7213839+02:00
support-dedicated,customer_service,PASS,,2,63a114c4-7c0f-44d4-a063-93ccbb857113,"",5,2026-09-22T10:30:06.6640828+02:00
landing,customer_service,PASS,,0,5ab4d2ba-10a3-4294-834f-6791eaf77f57,"",5,2026-09-22T10:30:19.1857553+02:00
website-business,customer_service,PASS,,0,9dd7b9bd-9f70-44aa-800f-56527626f4ff,"",545,2026-09-22T10:39:32.4032635+02:00
website-ecommerce,customer_service,PASS,,0,9d5a3e4c-96ca-4310-86d8-46eaedaf8c42,"",4,2026-09-22T10:39:44.8638879+02:00
white-label-setup,customer_service,PASS,,2,00f8e2e8-1ee5-4429-8433-fb67aba5e7e3,"",5,2026-09-22T10:39:57.4107447+02:00
sales-enablement,customer_service,PASS,,2,1863171b-1db5-4e3a-9a09-7433d6da491f,"",5,2026-09-22T10:40:09.9837244+02:00
vertical-package,customer_service,PASS,,2,3597c7ae-9801-42c8-9941-24a9c93923c2,"",5,2026-09-22T10:40:22.7530846+02:00
lead-gen-retainer,customer_service,PASS,,3,cba993c5-4105-4d9c-9790-bd97eb27e6c0,"",5,2026-09-22T10:40:35.2659576+02:00
ai-support-retainer,customer_service,PASS,,3,64e86737-8b6f-4de3-9690-42f05e220c94,"",5,2026-09-22T10:40:47.9318903+02:00
custom-software,customer_service,PASS,,2,4f35c336-f1d1-43ed-85a5-c7a9fbd1604c,"",5,2026-09-22T10:41:00.5404132+02:00
bundle-portal-presence,customer_service,PASS,,2,e0c90a9b-58ab-483e-ad2d-08f9c3ae8af4,"",5,2026-09-22T10:41:13.0963932+02:00
bundle-sales-launch,customer_service,PASS,,2,253ebb55-de91-4046-a534-be44ed049bf4,"",5,2026-09-22T10:41:25.6752985+02:00
bundle-ops-clarity,customer_service,PASS,,4,69948ae4-987b-4abf-8eef-42ae26e15d8d,"",545,2026-09-22T10:50:38.8929561+02:00
setup-quick,design_creative,PASS,,2,af1f3cbf-e0da-45e4-8f2e-1b56229e5188,"",5,2026-09-22T10:50:51.5121791+02:00
setup-full,design_creative,PASS,,4,7b9e819a-265e-40f0-bc36-dd0ce78a2bb8,"",5,2026-09-22T10:51:04.0752767+02:00
setup-custom,design_creative,PASS,,3,99fe81ba-a92f-4382-9b2f-9e276d21b460,"",5,2026-09-22T10:51:16.6252885+02:00
audit,design_creative,PASS,,2,b2e023e6-0976-45e7-9864-a0ad4c963c40,"",4,2026-09-22T10:51:29.1225063+02:00
integration,design_creative,PASS,,3,a141a180-045f-4e24-ad69-006eb161f2ea,"",5,2026-09-22T10:51:41.6511242+02:00
workflow-design,design_creative,PASS,,2,c9a5f7cf-3860-458b-96c1-0e80e74f377d,"",5,2026-09-22T10:51:54.2384266+02:00
support-priority,design_creative,PASS,,2,99a45580-7a60-4620-9b51-e9b6fd4eac42,"",5,2026-09-22T10:52:06.8605855+02:00
support-dedicated,design_creative,PASS,,2,9e78344c-ce6f-4713-a3fe-0acbf6e0176e,"",5,2026-09-22T10:52:19.4428526+02:00
landing,design_creative,PASS,,0,de197dd0-928a-4a18-b2d9-dc69df0b2078,"",5,2026-09-22T10:52:32.0374728+02:00
website-business,design_creative,PASS,,0,5b0f1cc4-c294-4f13-bb8a-9eed87c01cc4,"",545,2026-09-22T11:01:45.3591041+02:00
website-ecommerce,design_creative,PASS,,0,13c94c25-d360-469d-9b73-bfdf2017a66e,"",5,2026-09-22T11:01:57.8726997+02:00
white-label-setup,design_creative,PASS,,2,5d2bfca4-d46c-49d4-9fea-e10b813393d2,"",5,2026-09-22T11:02:10.4210609+02:00
sales-enablement,design_creative,PASS,,2,bec802c1-b999-467b-a29f-d824473d4e72,"",5,2026-09-22T11:02:23.0442613+02:00
vertical-package,design_creative,PASS,,2,0c5939f4-65a6-4e84-9543-3c991bf47d4a,"",5,2026-09-22T11:02:35.6160164+02:00
lead-gen-retainer,design_creative,PASS,,3,cfd93c8c-bcfe-403a-8e21-ef8e4a3e0d51,"",9,2026-09-22T11:02:52.2195247+02:00
ai-support-retainer,design_creative,PASS,,3,20d6bd47-38a2-4247-a90e-05e55a947842,"",5,2026-09-22T11:03:04.8435575+02:00
custom-software,design_creative,PASS,,2,132e9caf-99b7-4a57-8c9d-260b7ac1392b,"",5,2026-09-22T11:03:17.4004609+02:00
bundle-portal-presence,design_creative,PASS,,2,f61bb8b5-1542-4cb9-9de1-ab602b63dfba,"",5,2026-09-22T11:03:30.0445922+02:00
bundle-sales-launch,design_creative,PASS,,2,c06fba91-f77a-43e9-b386-fef17f0911fa,"",4,2026-09-22T11:03:42.5595071+02:00
bundle-ops-clarity,design_creative,PASS,,4,654d827c-ade3-4c83-a151-78d925c709e5,"",545,2026-09-22T11:12:55.8896199+02:00
setup-quick,development_it,PASS,,2,2250ed17-7db1-41bc-b302-b0d891dd39c3,"",5,2026-09-22T11:13:08.4687824+02:00
setup-full,development_it,PASS,,4,30c735c5-69b4-458d-9a82-d31e54904eb3,"",5,2026-09-22T11:13:21.0127953+02:00
setup-custom,development_it,PASS,,3,46adc60b-8486-404d-b6db-39d99ff31810,"",5,2026-09-22T11:13:33.6155448+02:00
audit,development_it,PASS,,2,5794f45d-ba22-45b7-a21d-273c123a7d00,"",5,2026-09-22T11:13:46.2200146+02:00
integration,development_it,PASS,,3,efef67e1-3ab2-4f91-94b4-f31187e0e7bb,"",4,2026-09-22T11:13:58.7166278+02:00
workflow-design,development_it,PASS,,2,e96cc4e2-bd62-4618-ab80-d9380bee043d,"",5,2026-09-22T11:14:11.2872373+02:00
support-priority,development_it,PASS,,2,6eb52a51-33a7-4c84-ba07-7d12de0a2d27,"",5,2026-09-22T11:14:23.8255562+02:00
support-dedicated,development_it,PASS,,2,bdce0577-cdbb-4e97-bc22-4bd7e7bf52b6,"",5,2026-09-22T11:14:36.4597897+02:00
landing,development_it,PASS,,0,d88a5915-93ee-4d1d-b83e-f658f6aae350,"",5,2026-09-22T11:14:49.0248753+02:00
website-business,development_it,PASS,,0,0f44b9fd-9611-49b0-b40a-7c5b36adbb20,"",545,2026-09-22T11:24:02.1931687+02:00
website-ecommerce,development_it,PASS,,0,92c66a47-81bd-4c44-8f1d-5ba00b1b2563,"",4,2026-09-22T11:24:14.6572042+02:00
white-label-setup,development_it,PASS,,2,0715796f-ab12-4b34-8bf0-8ea3193efa57,"",5,2026-09-22T11:24:27.2314665+02:00
sales-enablement,development_it,PASS,,2,99758fcb-2ef1-49a9-a630-3b2dc3c916d4,"",4,2026-09-22T11:24:39.7078535+02:00
vertical-package,development_it,PASS,,2,d2880f38-5f0f-48a6-8c2c-5dad2ba3aab2,"",5,2026-09-22T11:24:52.2625768+02:00
lead-gen-retainer,development_it,PASS,,3,ffa34464-bb9e-4e40-91ea-ab4f8e3e70c6,"",9,2026-09-22T11:25:08.8836441+02:00
ai-support-retainer,development_it,PASS,,3,6b64c97c-19f4-490d-ad05-eed92e2271e4,"",5,2026-09-22T11:25:21.6993519+02:00
custom-software,development_it,PASS,,2,36196500-c9bf-49d4-bf18-c607f0871551,"",5,2026-09-22T11:25:34.2332900+02:00
bundle-portal-presence,development_it,PASS,,2,6b5e5a7d-5dc3-45ad-a39a-9f4dd1d55194,"",5,2026-09-22T11:25:46.8428483+02:00
bundle-sales-launch,development_it,PASS,,2,26da0295-5880-46eb-a5e7-3f3cd0ec71b7,"",5,2026-09-22T11:25:59.3733499+02:00
bundle-ops-clarity,development_it,PASS,,4,f1a744d4-ebda-465e-af5c-99caa24b5bff,"",545,2026-09-22T11:35:12.8803368+02:00
setup-quick,ecommerce,PASS,,2,998c76f1-c3de-44b9-96cc-e8997efe7cd1,"",4,2026-09-22T11:35:25.3791872+02:00
setup-full,ecommerce,PASS,,4,e0a9e37f-b880-4a0c-b95b-1098ee2b457c,"",5,2026-09-22T11:35:37.9980189+02:00
setup-custom,ecommerce,PASS,,3,462df58c-ec3e-47f2-a48a-7692cb310aff,"",4,2026-09-22T11:35:50.4977810+02:00
audit,ecommerce,PASS,,2,4315ce77-30b2-44ac-82c7-2463e7ba5cb1,"",5,2026-09-22T11:36:03.1739729+02:00
integration,ecommerce,PASS,,3,e66d48a3-c374-43c3-958d-36b2ec01edbe,"",5,2026-09-22T11:36:15.7024691+02:00
workflow-design,ecommerce,PASS,,2,ca61ef0a-b314-4059-84e3-e6e504778f59,"",4,2026-09-22T11:36:28.1905993+02:00
support-priority,ecommerce,PASS,,2,3fce68be-68ad-4fa8-a153-ba75cecdf06f,"",5,2026-09-22T11:36:40.7998974+02:00
support-dedicated,ecommerce,PASS,,2,cce41ae1-c712-4d15-94dc-b7c54cd58202,"",5,2026-09-22T11:36:53.6166318+02:00
landing,ecommerce,PASS,,0,b0e69128-f769-4cd8-8031-5d06a6baa107,"",5,2026-09-22T11:37:06.2407924+02:00
website-business,ecommerce,PASS,,0,7f508ee2-f86b-4b85-ab6a-d83aabb9df87,"",545,2026-09-22T11:46:19.7403847+02:00
website-ecommerce,ecommerce,PASS,,0,87076c4f-8076-4256-b0db-5ae7fe0bc4c8,"",4,2026-09-22T11:46:32.2380033+02:00
white-label-setup,ecommerce,PASS,,2,dcfb59e3-4107-4a53-924d-fa76324a9a66,"",5,2026-09-22T11:46:44.8009187+02:00
sales-enablement,ecommerce,PASS,,2,0811a801-a7b0-496f-852d-110971122640,"",5,2026-09-22T11:46:57.4246739+02:00
vertical-package,ecommerce,PASS,,2,fee33b6f-ff2a-41b0-ba15-277c62cb2878,"",4,2026-09-22T11:47:09.9243256+02:00
lead-gen-retainer,ecommerce,PASS,,3,77209ad2-6300-42be-a25e-02adda60dffc,"",9,2026-09-22T11:47:26.6670401+02:00
ai-support-retainer,ecommerce,PASS,,3,a06497c6-ddc0-4cd7-985b-838705d8b35c,"",5,2026-09-22T11:47:39.2414140+02:00
